,index,title,stops,ratingValue,ratingCount,reviewCount,михалово,молодёжная,тракторный завод,петровщина,октябрьская,автозаводская,площадь якуба коласа,немига,спортивная,площадь франтишка богушевича,площадь ленина,ковальская слобода,вокзальная,площадь победы,юбилейная площадь,кунцевщина,пушкинская,грушевка,могилёвская,малиновка,московская,парк челюскинцев,каменная горка,фрунзенская,борисовский тракт,восток,купаловская,пролетарская,первомайская,институт культуры,академия наук,уручье,партизанская,fallback fun,hotels,bars,gasstation,hypermarket,concert hall,industrial enterprise,cafe,fast food,software,flower shop,spa,mobile phones,fitness,confectionary,supermarket,fallback services,sushi,sportcenter,currency exchange,malls,restaurants,museum,wednesday,sunday,friday,tuesday,monday,thursday,saturday,num_compet,center,youtube,instagram,twitter,ok,whatsapp,vkontakte,facebook,viber,telegram,lat,lon
1444,1569,TGI FRIDAYS,162.414,4.300000190734863,154,55,7408.769339781107,4041.9781174067875,6265.878973707182,9103.813373164445,70.86514518791712,10204.755950407593,2871.6948864440737,778.8914408764183,8899.65351463898,2360.487412363217,1447.3382936119194,2573.787438409568,1757.5376832208262,2103.0604039276645,2171.1046030056377,11887.332853005204,7186.400810476555,5304.26131396712,13311.758562542811,10624.496660949177,7884.171875500825,6544.379599339736,13512.387386853574,2109.9965362167886,12298.134728185485,10504.551214107969,85.22508886985264,3049.384221727976,1297.390946925368,2704.0040136954203,4648.174497047727,14684.52507898815,8255.757798559594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,12,12,12,12,13,13,9,251.75475916906336,0,1,0,0,0,1,1,0,0,27.560003,53.900782
1445,1570,ИльПатио,201.367,4.199999809265137,404,130,7464.456187830723,4090.049846551283,6219.701127884748,9159.743054577399,52.808202528421724,10163.019338665808,2816.3305385634785,808.6344412040655,8948.852897313538,2414.9075673057478,1503.269173061752,2616.5029329982617,1811.4814836096953,2047.1843235161818,2217.42135774622,11937.542566880547,7234.404303896759,5359.584634332207,13269.455398473381,10680.295386602102,7828.372363972905,6488.502688728481,13562.612406408742,2155.69429744454,12242.518205321605,10448.865071196758,53.470966887470944,3010.10832726133,1267.0020005056288,2758.8230701122066,4592.272688147204,14628.934509620944,8214.349307724611,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,12,12,12,12,13,13,11,197.47905419602205,0,1,0,0,0,1,1,0,0,27.560463,53.90101
1446,1572,Центральный,172.472,4.199999809265137,34,12,7372.420736041605,3986.4753057733,6323.280849446525,9071.99241938043,79.44566450454138,10265.308982380964,2895.5845038501,714.9022763559378,8845.498313682674,2317.3711076930513,1417.4315589737146,2586.9679458723613,1743.3177658153918,2132.7624716940954,2113.804166190864,11834.566114407638,7130.815552720206,5265.164785198566,13371.99187493084,10597.154996132827,7919.542585546025,6578.482545815128,13459.641101074716,2052.1385242355896,12335.408278945013,10541.193530619026,98.83601312946213,3111.085608047834,1361.1995297269136,2685.075599552294,4678.105518982159,14722.00481434405,8316.485207694153,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15,15,15,15,15,15,15,9,277.37362182901285,0,0,0,0,0,0,0,0,0,27.559543,53.901171
1447,1573,Станция,229.818,3.200000047683716,6,2,7470.27873529283,4073.1929948217003,6240.436624236433,9169.870788411406,18.507116301251816,10189.692474689475,2798.9843406549785,772.552515780889,8933.77812133792,2413.9244627622593,1515.013187226767,2657.7722369760904,1835.6344781739424,2034.997418565766,2198.096324746438,11924.407879059741,7217.220913788368,5362.673561272955,13295.385651180844,10694.436240410849,7821.643245636721,6480.535217762746,13549.48997845789,2135.4520161990818,12237.680837132677,10443.395158247507,1.1435064039972365,3040.0412690335033,1305.7506970292795,2779.666065749008,4580.355766626724,14624.301801795087,8241.462699767599,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,13,13,13,13,13,12,10,179.5195261984802,0,1,0,0,0,0,0,0,0,27.560363,53.901531
1448,1574,Перестройка,198.712,2.299999952316284,6,2,7402.574099679215,4011.2667950518858,6299.8779440484395,9102.51466248175,49.27984899051716,10244.601921208307,2864.90262389724,728.2760278487407,8870.950411225902,2346.559596444276,1448.0771640512125,2611.7802007156592,1773.3628042455273,2102.181075908097,2137.5734365357466,11860.664144467686,7155.510015087489,5294.983558118859,13350.934715870082,10627.833218564569,7889.32946547853,6548.15455097616,13485.743952625066,2075.519022513377,12305.400457008813,10511.112739553206,68.55672535429784,3091.90219718129,1347.070779384438,2715.530133231932,4647.515163793899,14692.0202099867,8295.98280113718,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,0,8,246.88359852914226,0,1,0,0,0,0,1,0,0,27.559783,53.901324
1449,1575,Суши Фреш,135.046,0.0,0,0,3530.6266898994063,1785.3364707756898,12082.766059724643,5242.73517509363,5829.363673618157,15981.721227540413,8197.818787375794,5131.646489566587,3137.7611338280963,3681.1492569792877,4680.957637653991,5665.7170157525,4841.824670314408,7624.556596762326,3647.2257960432885,6153.433791383248,1390.816717276725,2427.298995209571,19093.437035936175,6941.416475568514,13268.42573382616,11924.434430865318,7770.928804115041,3710.4851531508957,17676.95579471296,15883.814091244241,5845.721749109341,8824.00826748586,7030.820741835965,4336.540033806395,9985.934779523377,20047.930609351228,14031.605605460181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,12,12,12,12,12,12,0,5996.47598222163,0,1,0,0,0,0,0,0,0,27.508453,53.910453
1450,1576,Belvedere,185.106,4.300000190734863,22,14,5418.445903290822,2209.4305959745416,11537.376133883357,7147.380973801817,5403.957464466382,15559.378310590735,7277.189933892798,4644.005294645715,4507.693036929131,3867.975273990496,4682.09960157297,6111.316638162505,5023.113478054486,6846.878397778909,3412.576132113509,7414.432098159771,2904.7324602431804,3995.7576101854743,18649.99765877304,8846.036877145752,12176.370477138216,10861.94774342457,8971.413194735946,3446.762296971473,16516.382369681327,14744.952124484484,5416.021111121003,8449.257066850065,6710.559633362898,4870.601310818188,8967.665363872118,18856.596171520654,13619.900220023379,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,12,12,12,12,12,12,8,5528.07113693915,0,1,0,0,0,1,1,0,0,27.517265,53.926991
1451,1578,Бонфуд,374.476,4.099999904632568,11,7,6615.82961862441,6569.282177993853,16632.38382221462,7410.681218196335,10427.583296880433,20628.009935509006,12385.739929741556,9679.850088974568,3090.62608561504,8493.89598127161,9460.774671860403,10527.884126481136,9673.619254868634,11962.19839025363,8300.212080231751,3830.6578496413963,3830.2533271563466,6885.108120449869,23729.120289584982,8646.39560115339,17200.556556035604,15909.372366541105,4881.986732057413,8351.277524235646,21470.41953232683,19724.65368445301,10441.494519812928,13479.04684693119,11703.811183081503,9198.628885763555,14044.786807567063,23773.60070940262,18681.469551548656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,8,8,10,10,10,5,10569.492027988621,0,1,0,0,0,0,1,0,1,27.472406,53.938263
1452,1579,Grill kebab - Пушкинская,36.1034,4.099999904632568,57,20,2422.6996216710418,4857.662634691896,14908.19842166971,2993.399668495574,8786.331968811175,18620.278113781576,11377.386406385249,8176.0004501968715,1354.4505268841722,6417.162999775379,7416.870710956153,7812.280286888391,7394.323014377942,10734.354855400912,6682.214957878206,3333.6794036379138,2212.1119702552132,3702.921471861555,21715.250825334082,4380.8926292813685,16485.238223613967,15134.624320565123,4907.560095057362,6754.246940353363,20911.553307366605,19113.062426678283,8804.635676607442,11589.304337686362,9834.13929608906,6599.6011178830295,13191.35886423872,23293.0178895901,16691.430190261322,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,4,8972.898075779309,0,1,0,0,0,1,0,0,0,27.481513,53.894622
1453,1580,Мапид,145.126,4.199999809265137,74,30,1614.1233923013272,3733.995164597265,13677.261182870054,2920.067846931611,7582.772585559431,17381.2147256999,10214.5718447716,6992.105507353105,2043.922643265482,5201.553213438714,6193.987020235414,6577.299169267359,6159.6716206706,9553.415649773697,5509.849582907998,4555.143726178241,1740.8920148946847,2468.021351024402,20476.155753667583,4561.932672461691,15325.285033462202,13974.133705162038,6141.957860822093,5582.969447054999,19754.239656567832,17955.090619312927,7601.2973726292985,10357.492690340776,8608.31675032904,5360.47809675071,12032.803527525075,22138.59547155127,15452.757460405479,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,7,7,7,7,0,3,7771.620615480834,0,0,0,0,0,0,0,0,0,27.492526,53.892798
1454,1581,Столовая,112.522,4.199999809265137,25,10,1862.8693957501164,5250.489279998318,14951.60326871563,1938.2768762540625,8975.917413739113,18547.61347709642,11667.680246980923,8425.946972737896,2426.0443002569746,6580.315616922942,7539.397688875069,7691.758031042435,7442.081461005508,10982.378075368586,6968.8319217753615,3797.6641612923063,3075.786474104622,3673.740655396336,21620.837189390226,3312.8605610078325,16773.990895758783,15423.759668156143,5232.898410148649,7042.886817950209,21202.486552597205,19403.838714753045,8994.859083016707,11635.83968320043,9926.33595457134,6574.442332832888,13487.693039693015,23589.00218333647,16640.066224588983,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,3,3,3,0,0,9169.002094835285,0,0,0,0,0,0,0,0,0,27.481126,53.883723
1455,1582,Гирос&Кебаб,30.3019,3.200000047683716,22,10,2413.4734476680537,4817.602902116606,14873.073929671758,3011.1962139907364,8748.803844516215,18587.682117644883,11337.945592619972,8137.488474142815,1336.4580786015392,6380.603709716673,7380.9006977215595,7782.100844899508,7360.0018869736305,10695.612724480703,6643.337495676196,3360.2385588674315,2170.794898341488,3672.578250905512,21683.08836734165,4408.371517228278,16445.60929088866,15095.031237705076,4937.209909353461,6715.323057949519,20871.797388523188,19073.342203061307,8767.093304744154,11554.36001255314,9798.403380319762,6567.276581921179,13151.73721779665,23253.15705237705,16658.399427237397,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,4,8935.225813821975,0,1,0,0,0,0,0,0,0,27.481836,53.894846
1456,1583,Пралеска,528.771,4.099999904632568,36,13,1996.5393879384656,5538.539527779179,15168.487798459882,1768.8923249809504,9226.766401565157,18736.821661914208,11932.49256888751,8687.72380084837,2663.519078601388,6831.3467857958,7780.839401428772,7882.267672691027,7669.4795573983665,11240.87347939635,7238.794306853781,3779.0837929278446,3386.5844213696896,3904.7754955084147,21803.65494159429,3045.669851799903,17035.85872487199,15686.235912350528,5157.486952365318,7313.005420593615,21463.403070534325,19665.190920298643,9245.79163556829,11856.150052116967,10157.863045360351,6789.48588716979,13752.292305177423,23850.255091283394,16835.186773926365,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,8,8,8,8,0,0,9420.70934765986,0,0,0,0,0,0,0,0,0,27.479269,53.881329
1457,1584,Столовая,300.08,4.199999809265137,56,33,1628.7150997896101,2786.9459668264776,12635.543345550677,3365.755281645979,6550.49512060051,16347.75845870638,9205.97129471187,5972.682908146467,2851.590824670265,4164.3213731376,5153.4080420334,5565.85007339594,5118.8594525902945,8533.428241718493,4502.123852633976,5564.434743680815,1833.9445569317775,1474.6436302479833,19445.090150604123,5073.123132697783,14315.545093458535,12964.627623285718,7163.95856882876,4575.8862496969905,18744.806574257444,16945.717323481844,6569.131848978758,9315.869320258485,7566.8372200083595,4329.918665237331,11025.647752884091,21130.426549615728,14417.102559333296,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,5,5,5,5,0,0,6740.5110852559965,0,0,0,0,0,0,0,0,0,27.501884,53.892663
1458,1587,Vino&Vino,336.652,4.300000190734863,48,14,7689.538569607028,4175.529401906873,6187.076299663162,9407.642751899628,342.3605523513591,10173.964765012164,2543.7219610520365,798.4926350813336,9039.698032865312,2611.530603216179,1773.889144534798,2986.455751222186,2132.736809691831,1808.4669042393912,2296.5396077255627,12040.584711829899,7311.502142480337,5571.033050477344,13272.887088952824,10948.685814954097,7607.822473110824,6261.732472193931,13665.188705163575,2228.816090128926,12031.313018792534,10234.471968794029,328.1657593815653,3062.5765378460587,1421.6306229986812,3064.1656341863854,4345.211187472056,14418.408060884456,8230.366388890969,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,13,13,13,13,13,13,8,234.33933569587379,0,1,0,0,0,0,0,0,0,27.561473,53.904624
1459,1588,Шум,145.293,4.199999809265137,134,48,7632.807796256122,4179.003816340924,6155.121864708686,9340.185257628247,209.0649387652776,10125.686950400866,2619.567818806152,823.7268848304672,9043.024815096067,2564.731038033858,1690.9213684746564,2846.3301843924096,2024.9943225275158,1864.9604231607052,2299.396867974868,12039.18134874266,7320.172368144804,5520.107406985225,13227.945268917465,10871.176130501897,7659.435332482091,6316.074735553866,13664.141345532047,2233.93178491074,12078.97715701024,10283.4932656001,191.7050202287546,2994.601041041724,1312.3525665773564,2965.790750497525,4408.992687368359,14465.909651568569,8179.71988399302,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,11,7,88.73477962923567,0,1,0,0,0,0,0,0,0,27.561436,53.903065
1460,1589,Пересмешник,217.828,4.400000095367432,70,30,6564.796798472541,3035.0813753318134,7278.952547221214,8307.669277211902,1023.5034425947151,11215.46825799211,3660.536321621957,422.57659379991543,7897.7216203487105,1484.4407956686077,886.8383846509282,2552.605718968118,1393.2673453560417,2957.8736482802956,1158.6639145450763,10892.285965630212,6178.50152361906,4437.634814297917,14323.476327772776,9878.977397439656,8753.086060476933,7404.370881650066,12517.28365650162,1096.422920004495,13179.89264129249,11381.893101990261,1039.8359776564184,4055.55690300105,2279.372083361795,2167.412231016813,5476.3640518023,15566.823413415306,9265.875723077552,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,13,13,13,13,15,15,14,1193.89807587184,0,1,0,0,0,0,1,0,0,27.551131,53.903109
1461,1590,White Crow Multitap,303.506,4.300000190734863,29,10,6747.799811260112,3324.034554398145,6981.002127951074,8468.830180235256,741.0296188892747,10903.987686764554,3481.822813019925,417.75522856927165,8180.268536744615,1671.565245314855,879.2309070581658,2400.689531338018,1326.6286782838747,2749.44099909923,1459.5503246193186,11168.046413766288,6468.363958127119,4630.026609497358,14013.084612702427,10018.143156377078,8548.348836024274,7202.914993154314,12793.11276255127,1401.386596053096,12970.43228596373,11174.145309096957,759.0136140461111,3741.8832107093313,1959.9489748789977,2193.1384006382796,5286.708697874177,15357.48815112078,8953.9303085774,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,10,926.841839937613,0,1,0,0,0,0,1,0,0,27.553554,53.901267
1462,1591,У Франциска,129.238,4.300000190734863,251,126,7006.447220919716,3669.9375279664273,6634.040644820004,8705.420952867105,446.10727928179995,10547.968560192032,3258.723036213884,606.2587207736849,8519.618008393558,1958.4225546942648,1052.1083009082363,2334.844695902247,1402.081021490287,2499.1274004940897,1814.129634320729,11501.898017361968,6813.107746898858,4900.966508516767,13657.561583153198,10232.440645352513,8285.799587873753,6945.038681390972,13126.789218794489,1757.4878984575291,12700.838768694555,10906.951849120676,465.50513378608895,3385.2530281534723,1601.1821212663262,2331.7124799359685,5044.3932577646565,15087.319032425123,8597.737962847581,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,11,11,11,11,11,11,4,644.0143462047581,0,1,0,0,0,0,1,0,0,27.556493,53.899768
1463,1592,Шикари,165.703,4.199999809265137,225,94,6966.402751502437,3666.9313120821507,6639.065898617015,8659.561432030672,494.733126240119,10542.23747781152,3311.867179156827,671.6525237019648,8510.817934776847,1930.7365007119456,1003.1271185052972,2256.6499138698055,1335.6243988077777,2546.8811530036287,1821.1141746063604,11489.481305491247,6808.318337988704,4865.012376159556,13652.538488646425,10181.50398298286,8327.565923551494,6988.308946160265,13114.182688986954,1766.6377420924116,12740.185854005284,10947.120853860168,514.0484347486397,3379.353229809064,1590.214454809747,2271.009289140191,5092.148524063627,15126.370973041676,8591.810085569286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,12,12,12,12,13,13,8,692.1256878339917,0,1,0,0,0,1,1,0,0,27.556342,53.89899
1464,1593,Библос,354.036,4.0,15,5,7054.061718681945,3818.6735385353904,6493.503717600914,8732.692117038108,473.49284576005175,10383.467198919107,3266.880873093306,834.0850002871288,8653.898344158462,2049.0723526630154,1083.549951304611,2187.4713776459375,1354.606334114882,2488.439083536457,1984.766390322529,11627.178793337594,6956.875561316353,4962.714550501022,13494.369045237334,10240.743438271507,8248.617083333627,6913.453520034128,13251.487703702196,1932.185267124813,12654.789530085172,10863.86194284947,490.8971947179013,3221.765897368388,1429.4441943389531,2306.3071279009737,5029.852694050849,15040.07775455988,8432.975432758156,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,11,11,11,11,11,11,9,656.7495751691724,0,1,0,0,0,0,0,1,0,27.55751,53.897753
1465,1594,Rosso,24.0351,4.300000190734863,72,33,8279.049539592497,4254.254385044129,7115.332894989281,10087.847157014918,2152.59357221537,11187.526722659984,2647.986594339313,1833.5425167983833,8879.215449981222,3438.174320008149,3056.2905667839022,4644.45866884603,3554.2070596303975,2376.4750052637364,2711.315769978212,11885.3141822278,7135.8859706246385,6169.677416417412,14223.393175267855,11728.16471296657,7545.550178721804,6217.264285537674,13487.103937633367,2640.7447318959025,11929.03182340682,10142.201371776158,2145.9618943496785,4446.342362945651,3150.5202220420683,4319.052393509948,4309.750058385892,14292.484066026762,9294.617914639522,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,13,13,13,13,11,3,2091.2425920581704,0,0,0,0,0,0,0,0,0,27.558985,53.92323
1466,1595,Bruschetta,36.1744,4.199999809265137,73,35,8386.206873631545,4375.790842641504,6981.823157545669,10192.000648854324,2128.14048173292,11054.348183081502,2506.9257743090284,1859.3225630962152,9014.826562158698,3515.322422455972,3096.4524918548823,4657.310014549789,3587.437207657178,2247.8972377315063,2804.8749477376623,12021.864108400821,7270.779857219821,6272.906982299502,14087.671139609614,11827.901563568272,7406.254967802921,6077.017795055584,13624.47378537547,2733.4204972340353,11791.96740876873,10004.439642116284,2120.3283809727554,4338.68959761676,3080.278277394853,4371.715466131358,4168.151803358769,14156.435691379758,9163.931117050966,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,12,12,12,12,12,13,13,2,2054.5132016719517,0,0,0,0,0,0,0,0,0,27.56025,53.923026
1467,1596,Дом офис 2000,225.067,4.300000190734863,16,6,8138.773544221031,4135.149957683605,7091.1786437635055,9944.189396459742,1991.312174055633,11161.200753656889,2666.826979084713,1657.041641021381,8794.460497394912,3273.0638464710405,2879.879215054762,4469.076796377589,3377.432877027565,2342.589046759789,2557.4394848156485,11803.877147894013,7048.818913739933,6025.053989544347,14206.287921264191,11580.010688172193,7616.438774349011,6282.659979564785,13408.968878350137,2486.1173302501275,12009.95286982117,10220.296373802747,1985.3299476795617,4363.96829223677,3021.7829259562523,4144.737602765635,4364.232254612979,14377.233244211113,9260.520626258147,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,3,1937.369661905068,0,0,0,0,0,0,0,0,0,27.558453,53.921542
1468,1597,Coffee Toffy,186.747,0.0,0,0,8535.260618730288,4562.57536313257,6715.732530639744,10333.34061418636,2034.1636613930136,10788.36372678913,2243.2064888372324,1862.6627223872604,9238.720657164073,3605.9697505085433,3115.649284320881,4618.697308759182,3590.912338521786,1985.6717160860458,2932.618829377289,12248.58561264329,7492.701091299388,6414.349544716989,13820.86122804616,11958.62008293044,7171.266095511982,5837.754536166431,13853.992773288714,2859.674351465271,11565.516438631172,9775.491339243343,2024.2775187487782,4099.242414868018,2899.6442705917507,4410.349813785348,3921.1946394264814,13933.523059709105,8899.338171175057,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,8,0,1,1938.9719842748407,0,0,0,0,0,0,0,0,0,27.562438,53.92192
1469,1598,ОкSиман,159.283,0.0,0,1,7042.800286754416,2900.911979500723,8642.727383676394,8872.663608817289,2878.0818893086443,12701.842642786592,4272.727994595972,2185.3050639512894,7291.23905112406,2808.369942892466,2955.7007137364717,4694.929475471389,3466.7198434851966,3899.9096640947996,1962.1488485026046,10284.372610455874,5559.9022264507175,5018.598592942188,15765.588645582826,10555.75205832664,9178.498620053528,7855.929855590876,11877.194383029344,1920.7992345985333,13545.316954170936,11764.146507672374,2882.925880788138,5739.20620083996,4156.193006394804,3919.986410060284,5953.932767482273,15900.26637405698,10783.664867747337,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,0,2932.009389414994,0,0,0,0,0,0,0,0,0,27.544249,53.924404
1470,1600,Кафе,471.15,4.0,15,5,6758.45907564979,2612.397863630602,9014.558490668554,8588.76933585663,3149.725451792136,13068.544485568205,4667.129310793592,2425.0455921875346,6905.811659166149,2768.875540504317,3052.8848547232164,4778.838768115006,3547.4688906437887,4278.910010176265,1938.8499517863454,9894.655333240718,5179.1709215515775,4771.093621183889,16137.840308369921,10279.927615610684,9576.515639852158,8254.627509395617,11485.07292896731,1911.0816038707555,13940.644044294175,12160.474404097726,3156.361715479588,6070.859910773621,4448.381655969644,3907.6347281454687,6352.832593436241,16294.023885443841,11145.713567506487,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,0,3221.1678452464585,0,0,0,0,0,0,0,0,0,27.540667,53.924541
1471,1601,Burger King,70.268,4.0,19,6,9115.998229931607,5204.010407578633,6106.055137100696,10899.227855598143,2198.1488801012088,10177.089099471521,1577.7244886652772,2255.199520586688,9915.265101220228,4110.136396487841,3494.116419336461,4842.296020382948,3926.798081491084,1458.4767713091198,3504.01209294311,12927.000289427175,8168.032204398395,6987.041432846889,13191.222865926064,12504.70917431606,6489.141669994463,5152.950939989095,14534.400985549957,3429.7928117605493,10890.06842254339,9097.967295123428,2183.529764437547,3681.453168238831,2753.307799820608,4807.65297976828,3233.387587110481,13261.313697291067,8306.233362377745,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13,13,13,13,13,13,13,2,2051.8779771168597,0,1,0,0,0,1,1,0,0,27.568613,53.921618
1472,1602,Магазин продуктов,284.344,3.5999999046325684,9,3,8621.089162170601,4664.323411240473,6593.6973377066315,10415.713468821239,2018.6562847017458,10666.431839678737,2118.010161948267,1894.962414647812,9353.025277489944,3670.423000069022,3150.0570823309267,4623.854659020387,3617.2015300736116,1868.2628034939132,3013.2888318783484,12363.736656458354,7606.454131130778,6497.653238354584,13697.487215679379,12036.377148845862,7054.142849400384,5719.222937331495,13970.059765717178,2939.8943117104363,11451.269436187607,9660.402832092264,2007.7631058622223,3997.69628755525,2834.4975551038465,4451.2768960956555,3800.2353744234674,13820.509542061347,8778.990884185414,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,10,10,10,10,0,2,1912.8039425883503,0,0,0,0,0,0,0,0,0,27.56352,53.921573
1473,1603,AJIA food & wine,303.843,0.0,0,0,9133.58165034715,5667.509746225252,4786.468437771261,10818.854129541322,1686.1566419548478,8828.464950064215,1296.2905988780376,2288.7747672609194,10529.60563160411,4080.9110377833263,3165.498583902289,3940.612292389802,3412.7130971502806,504.5955393973619,3791.014771562539,13533.773607241399,8796.609827524746,7029.889678800522,11905.711336849656,12320.327526294077,6162.761805259208,4827.522093029515,15157.98834555469,3722.2660387345745,10572.990881623624,8780.249118977561,1667.027053087287,1980.7060075106685,1301.536518889095,4371.301711657819,2959.291185075984,12959.164958667217,6904.182044594179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,13,13,13,13,13,13,4,1491.554983057243,0,1,0,0,0,0,0,0,0,27.574893,53.905652
1474,1605,Мини кафе,111.46,0.0,0,0,13774.002160108237,10014.249484908076,4034.119635319396,15498.167242159274,6350.980129686636,7211.600456238822,3550.802413091888,6795.979281739915,14745.47074313276,8691.13197116083,7847.540316932313,8583.422535742773,8125.3147582383,4298.315364023295,8231.927091298108,17754.972132024755,12999.123864884685,11647.967982172935,9744.626362322142,17025.123931124257,1708.7582915713833,632.673319371027,19358.54316584585,8157.886990956429,6058.747260659756,4270.646901473631,6331.588916085381,4911.230385919779,5839.170036678448,9083.648710522279,1755.877087518919,8429.222524729157,5867.63825256126,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,2,6153.096073840979,0,0,0,0,0,0,0,0,0,27.611401,53.929876
1475,1606,Перспектива кофе,195.129,4.199999809265137,17,9,12263.702283233171,8419.484272919191,4535.115023204049,14016.95048478451,4928.490256026563,8251.802656611726,2126.736439204854,5288.371651321391,13113.011055388912,7193.222257925042,6411.825780582854,7343.553256648477,6740.198810123047,2927.786889417844,6676.806924332136,16118.878265524416,11368.91265714502,10132.110733049436,11001.820453714443,15580.184171501374,3357.795928090471,2099.530533678348,17718.87314089391,6602.377816846042,7698.325668963764,5917.498114144189,4909.4404744030435,4174.777390424864,4649.919965966905,7689.76794778793,882.69727882868,10058.673449669679,6655.416969134695,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,12,12,12,12,12,10,2,4734.031955408787,0,1,0,0,0,0,1,0,0,27.596542,53.930003
1476,1607,Морячок,117.544,2.799999952316284,36,10,13769.364588288277,10008.63893349265,4039.4863192427806,15493.823833918976,6346.8385959812,7219.281448610079,3546.2025783150934,6791.178688018102,14739.313453221246,8686.5017241566,7843.396876216324,8580.733634629247,8121.576504485683,4294.255744632173,8226.733088376672,17748.748360995174,12993.002547708966,11643.244633772507,9752.810907838908,17021.120039237412,1716.1613955349812,640.5341734401774,19352.241575743534,8152.686731291769,6064.924787085142,4277.038503426049,6327.448298181279,4910.94565297181,5836.539248498929,9079.890948898033,1752.153073647403,8435.175679139886,5874.4511957525365,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,13,13,13,13,15,15,2,6148.962739428531,0,0,0,0,0,0,0,0,0,27.611339,53.929923
1477,1608,Замок,302.967,5.0,7209,1639,5370.601938134333,2195.3698289462504,11569.940454642623,7097.060400573523,5429.2972218471095,15589.745063950577,7317.294083387594,4669.797046101189,4453.407540619606,3872.0408060655923,4693.939928969094,6112.9092053905115,5030.497194274347,6883.149092988053,3427.3815005659667,7362.142403405878,2849.4194630196735,3960.1483585206356,18681.3303181205,8795.182930194287,12221.825042167364,10906.534978126612,8920.23674964525,3462.586453674363,16563.701759135376,14791.688315100037,5441.498114304655,8476.103889647451,6734.586609119586,4867.421418966974,9010.783326360799,18904.658870532352,13649.617141266392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,12,12,12,12,12,12,7,5554.78038421947,0,1,0,0,0,1,1,0,0,27.516859,53.926668
